"CRASH_UNIT_ID","CRASH_RECORD_ID","RD_NO","CRASH_DATE","UNIT_NO","UNIT_TYPE","NUM_PASSENGERS","VEHICLE_ID","CMRC_VEH_I","MAKE","MODEL","LIC_PLATE_STATE","VEHICLE_YEAR","VEHICLE_DEFECT","VEHICLE_TYPE","VEHICLE_USE","TRAVEL_DIRECTION","MANEUVER","TOWED_I","FIRE_I","OCCUPANT_CNT","EXCEED_SPEED_LIMIT_I","TOWED_BY","TOWED_TO","AREA_00_I","AREA_01_I","AREA_02_I","AREA_03_I","AREA_04_I","AREA_05_I","AREA_06_I","AREA_07_I","AREA_08_I","AREA_09_I","AREA_10_I","AREA_11_I","AREA_12_I","AREA_99_I","FIRST_CONTACT_POINT","CMV_ID","USDOT_NO","CCMC_NO","ILCC_NO","COMMERCIAL_SRC","GVWR","CARRIER_NAME","CARRIER_STATE","CARRIER_CITY","HAZMAT_PLACARDS_I","HAZMAT_NAME","UN_NO","HAZMAT_PRESENT_I","HAZMAT_REPORT_I","HAZMAT_REPORT_NO","MCS_REPORT_I","MCS_REPORT_NO","HAZMAT_VIO_CAUSE_CRASH_I","MCS_VIO_CAUSE_CRASH_I","IDOT_PERMIT_NO","WIDE_LOAD_I","TRAILER1_WIDTH","TRAILER2_WIDTH","TRAILER1_LENGTH","TRAILER2_LENGTH","TOTAL_VEHICLE_LENGTH","AXLE_CNT","VEHICLE_CONFIG","CARGO_BODY_TYPE","LOAD_TYPE","HAZMAT_OUT_OF_SERVICE_I","MCS_OUT_OF_SERVICE_I","HAZMAT_CLASS"
"560578","cab5551ed13374ce3c8893d8ac5f51427fe9b8720ea9c3ac8cd97f36d70b17d6ad6c5b7c7de9424d8921ad90faa54b1cf20f2522f6c101da9c34939e5e93cfe2","JC111667","01/06/2019 08:00:00 PM","2","DRIVER","1.0","534817.0",NULL,"VOLKSWAGEN","VOLKSWAGEN","IL","2018.0","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"560657","f4b15b03f65011778e87692ba33f79270790e99fed774a052cc66f36972aed45781034f91099c0d953e3cd995598afdea269e2061d80f6c5190cfa641c9e449e","JC111914","01/10/2019 04:35:00 PM","1","DRIVER","3.0","534894.0",NULL,"NISSAN","NISSAN","IL","2012.0","NONE","PASSENGER","PERSONAL","NW","TURNING RIGHT",NULL,NULL,"4.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"560764","c61007ab5a82aa8e4120903a6e1d044bfb3f27ac48aaadbbf200033f77b8c0dbf3c744b0ac4de30eab6c72935b5d81501cd04d56eaddc5dae27909d50e1aac16","JC112053","01/10/2019 05:40:00 PM","1","DRIVER",NULL,"534983.0",NULL,"FORD","ESCAPE (SUV)","IL","2009.0","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"561309","aaeaf40b443f9df2b5e1d7fe599db50ea5039d6265f7c75bde8bf9f98e727322214de37c7d5aeb5eeea8fe9db82d89558265a3a6371fa852ad2d82fd662109df","JC113218","01/11/2019 04:55:00 PM","2","DRIVER",NULL,"535495.0",NULL,"NISSAN","NISSAN ALTIMA","IL","2014.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"561483","51d7549c72c92e2505f251e8b9e08fab0b1e2bcb121d07140461a9da30196b786a8f5e3f191e16ca66ad1c10714dbf502c2966d514e0665ebb926cbfa07df2c0","JC113501","01/11/2019 07:30:00 PM","1","DRIVER","1.0","535657.0",NULL,"NISSAN","UNKNOWN","IL","2015.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","ENTERING TRAFFIC LANE FROM PARKING",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"561673","e1324b93f854e67bfacc7c7e2f22dd2c13c0ea6d525e4feea2653f3fa20c61405667b8270733e0fa99513fd8ce70b7e2aaf2601ccca716ae6151bda5a99a2972","JC113885","01/12/2019 09:27:00 AM","2","DRIVER",NULL,"535854.0","N","INTERNATIONAL TRAILER CORP.","UNKNOWN","IL","2019.0","NONE","TRUCK - SINGLE UNIT","OTHER TRANSIT","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562033","cd3e3789c16cc1a13403a7c1a42427f934ca89a7a7250ce5d4cd85a91737cac4d948a8b96ac1f7b84d8ecb6e06d9d75ce94aff9ba8b090a953e928d5af0f5eae","JC114322","01/12/2019 02:24:00 PM","2","DRIVER","1.0","536169.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2013.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562397","1caaca66b8c6a666b0e5c8c899936c0e5568d0b81579e38bb316209fa99e539e4c922931789e44a7e2bc0cb45395ac79bd93137c9ea724e5da30e9f50db5d1df","JC114574","01/12/2019 04:50:00 PM","2","DRIVER",NULL,"536476.0",NULL,"CADILLAC","STS","IL","2011.0","NONE","PASSENGER","PERSONAL","SW","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562525","63be8aca755ad1fc8253bdea9580d16e4ed12ff7968917e97e4f5c654da0aee915579934f58a1d35311570d56da306305629b4d9cf381bf90171a12ddd679839","JC114681","01/12/2019 06:30:00 PM","1","DRIVER",NULL,"536621.0",NULL,"CHEVROLET","UNKNOWN","IL","2017.0","UNKNOWN","PASSENGER","UNKNOWN/NA","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562721","1c45c1918e92ae61b19aae6cbc89dddc0bba9bac7f14cd036db5dc92baef8ea2156d43767ad0c72de463b5a9aa87c008154f7bdb33677403fe8c6ab3629356dd","JC115053","01/13/2019 03:25:00 AM","2","PARKED",NULL,"536796.0",NULL,"FORD","EXPLORER","IL","2018.0","NONE","PASSENGER","POLICE","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562955","96faef36e30f16021b1b6b647b92e7056c3f2cf79d318e6323d02efd32984178fcd0a8eb9122679ecac89d94fe7df3b7f47c5ebbd86fa3fb83d384ace28de14a","JC115432","01/13/2019 01:00:00 AM","2","PARKED",NULL,"537027.0",NULL,"GENERAL MOTORS CORP.","Envoy","IL","2008.0","NONE","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563009","f349c44ff77d32dcfb1a91a62c10af5562e66c216f7a1896c3316cbed7fdae65e9eba7471499a080838a7fd466d6201389a022514be9bca24b89ea516e055f85","JC115497","01/13/2019 03:05:00 PM","2","DRIVER",NULL,"537100.0",NULL,"MINI","COOPER","IL","2014.0","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563214","af88c7ae1c518daf906ebc4aab293d0dd0b5eecdc9e2de1afc270d672a5356528c66ea04d7fda36254c5ab89c40b5cf85c9785d534ce81ca9f2cdf193cb81ca7","JC115710","01/13/2019 06:19:00 PM","1","DRIVER",NULL,"537200.0",NULL,"HONDA","CIVIC","IL","2013.0","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",NULL,"1.0",NULL,"PRIVATE TOW",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563891","e04b162c82470560417f4f0b8257c5fc2a68a7e2044751742725b55b4b9237049a03720a07e1fdd1331fe577c7d6128a2152ca7519e3201c840e68b483e9720a","JC116978","01/14/2019 06:15:00 PM","1","DRIVER","2.0","537860.0",NULL,"NISSAN","VERSA","IL","2011.0","WINDOWS","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",NULL,"3.0",NULL,"PRIVATE TOW","UNKNOWN",NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563910","57dc7765a495f6b81a244431452d6ec488766bc2857da45734acb7ab6b88c4cf65aaecac43624d490183d3ca4c5dd2c23c2dcf1e911d9c16c3a9552c86f7448b","JC117280","01/15/2019 12:50:00 AM","2","DRIVER",NULL,"537884.0",NULL,"HONDA","Odyssey (minivan)","IL","2012.0","NONE","VAN/MINI-VAN","PERSONAL","S","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563978","e0a00c3ac176485db52f9bc0969be2a6fa28665aa2441e3b2a57c82bea5ae707df82eca1b773570c23e8b6e1686ce4e2a76549b9360e922fd7595068001be8dc","JC117458","01/15/2019 08:51:00 AM","2","DRIVER",NULL,"537965.0",NULL,"CHRYSLER","Caravan","IL","2008.0","NONE","VAN/MINI-VAN","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"564107","045d5de6d6b4e8d27f279f5a9aa1caefc16b88f910daadcd5355baf3db036205436092208222449c5698d10f031a8f888b5b10151e57c17397241bf5ff3c3a43","JC117707","01/15/2019 12:05:00 PM","2","DRIVER",NULL,"538070.0",NULL,"MERCEDES-BENZ","GLK350","IL","2011.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"564504","cc388ccc7db62fcb7beb989a3176e9b58bae92a1edb76ae9b6d5938d503070b75c300de218a5007c835933bfe72bdd0fce0c881b05fddec6ca800bd8b6b9c02d","JC117723","01/15/2019 12:30:00 PM","1","DRIVER",NULL,"538452.0",NULL,"NISSAN","VERSA","IL","2012.0","NONE","PASSENGER","PERSONAL","W","UNKNOWN/NA","Y",NULL,"1.0",NULL,"CITY OF CHICAGO","POUND",NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"564939","718ca9699b2f34e9267f38ca91ace8fedd6161f56e1f3aa319bedf71164d01ceafefc8dfa832f241537253549e09ca9e31c307a4c3572a14865503897e68fea0","JC119392","01/16/2019 09:30:00 AM","3","PARKED",NULL,"538880.0",NULL,"NISSAN","NISSAN ALTIMA","IL","2008.0","NONE","PASSENGER","NOT IN USE","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"565688","69198739bf5d42cd03e6bebb23f9c0f42b65cd641f5f0aa92d004b47c8fd8046d29b2193baab79342b0e2fab7cfb9b5dfd2d68213251e7128f00491adce0e5d4","JC120773","01/17/2019 06:15:00 PM","2","DRIVER","1.0","539622.0",NULL,"CHEVROLET","EQUINOX","MI","2018.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"565823","9ba6e7321ca26ea4c313f2d2a3d8b1978191e2ac28699d510a9975376bfba922cbe732dfa8bdc924d6684890daed12489631c4e2f0451276f543f07bd990ef4a","JC120874","01/17/2019 07:43:00 PM","2","DRIVER",NULL,"539711.0",NULL,"HYUNDAI","ELANTRA","IL","2015.0","NONE","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD","Y",NULL,"1.0",NULL,"PERSONAL TOW","UNK",NULL,"Y","Y","Y",NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566298","7d0266d1fc7e82ca540adc11eb31f5705302beb44260e75678bc691ccecbb55e896ad1f1ee4275b47ee5ea8d2c5efa120261c8dac95e3d01f51a2eceeec2f04c","JC121778","01/18/2019 04:53:00 PM","1","DRIVER","1.0","540103.0",NULL,"CHEVROLET","CHEVROLET-TRUCK,VAN,SUV,ETC","IL","2014.0","NONE","VAN/MINI-VAN","POLICE","S","TURNING LEFT",NULL,NULL,"2.0",NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566449","d0dd76656db777754e65908a243f96438666f6c5000c6d7a72558e727a885990b3215e490cbed3b4ccfdefaf360d6e3446d11f23cf4fd1d577fcdffd6161588f","JC121989","01/18/2019 05:58:00 PM","1","DRIVER",NULL,"540244.0",NULL,"NISSAN","NISSAN","IL","2016.0","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566577","3cd8fcd98366c41dec7a459128e02c46076d2f85e367c029eb0861c39e5239d4cff067716c30268f0b117f996a1433fb68408c0a24b867440621933c70bb4287","JC122227","01/18/2019 11:45:00 PM","2","PARKED",NULL,"540346.0",NULL,"INFINITI","UNKNOWN","IL","2016.0","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"N","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566646","8690f1c0625a787ebcaad5367d8cdbdead39959db57409f7737af3f6b79127de540be5820acb875ee73d0841f1a218f82e3176d704501274859f8221eae6b4c3","JC122336","01/19/2019 03:00:00 AM","1","DRIVER","3.0","540409.0",NULL,"JEEP","Grand Cherokee (for vehicle years 1989 to present)","IL","2011.0","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",NULL,"4.0",NULL,"CITY OF CHICAGO","IMPOUND LOT",NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566939","31fdc6a064e4786b59bc4520902af381f54159c861024aa36e1cc7ed1b97ecbd63b77c989108a557faaeca2ad3f95676d4b9304115fdc9829d7b8bc89d72a6a5","JC122894","01/19/2019 06:20:00 PM","1","DRIVER",NULL,"540687.0","Y","FREIGHTLINER CORP.","UNKNOWN","TX","2012.0","NONE","TRACTOR W/ SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","E","STRAIGHT AHEAD","Y",NULL,"1.0",NULL,"PRIVATE","UNK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,"ROOF","5641.0","20163666",NULL,NULL,"DRIVER","80000","GRT TRANSPORTATION LLC","TX","LAREDO","N",NULL,"0068","N","N",NULL,"N",NULL,"N","N","2343258",NULL,"97-102",NULL,"45.0",NULL,"53.0","3.0","TRACTOR/SEMI-TRAILER","VAN/ENCLOSED BOX","UNKNOWN","N","N","MISCELLANEOUS"
"567021","0850dca60d0736c990c0601da18dccbb60fbbf5e3933934d0eedc1c8bb7e865f29f6450b8cb2a07879a53e207926d2ec104cce5cded62d7d62249f26dc07a4ae","JC123076","01/19/2019 11:16:00 PM","1","DRIVER",NULL,"540765.0",NULL,"DODGE","Avenger","IL","2013.0","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"567475","13933836f6f9d5a98714385c705ec1a5dd72ccfe7ef4bbabef2dd012931f626279aa08daad628344171928e11653f329743d6ef4bd72bdad6f7a7f9278b6e5d5","JC123758","01/20/2019 06:11:00 PM","2","DRIVER","1.0","541191.0",NULL,"HONDA","CIVIC","IL","2015.0","UNKNOWN","PASSENGER","PERSONAL","SE","TURNING LEFT",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"567526","886cc1870ffa65c24c02840d4a4db797e0b227385f84e642d19261c2b9b1a58a8cb4e30657d23bc547730edac266a9a337347c08f5d7b2a41f9c690eada00df6","JC123904","01/20/2019 09:32:00 PM","1","DRIVER",NULL,"541243.0",NULL,"BMW","UNKNOWN","IL","2008.0","NONE","PASSENGER","OTHER","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"567755","c5fecc5646d7bd28c2436d436354ed7273816ed81139456841201056bda706145bb0c9c3f2e35acd488c19342bf5b7e68745347c6a2c752ad49072678a1b20c9","JC124341","01/19/2019 05:30:00 PM","1","DRIVER",NULL,"541460.0",NULL,"NISSAN","UNKNOWN","IL","2010.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"567985","2c73f00568d55d9b2ebb5faa9cb2c0fc2891dc8474eb89648ccebed1f24e9446ce3c47a5335b9abc49cb5803c81cdc97826fb060c27deed464d91ddb1d105c60","JC124497","01/21/2019 01:00:00 PM","2","DRIVER",NULL,"541666.0",NULL,"HYUNDAI","SONATA","IL","2013.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
