"CRASH_UNIT_ID","CRASH_RECORD_ID","RD_NO","CRASH_DATE","UNIT_NO","UNIT_TYPE","NUM_PASSENGERS","VEHICLE_ID","CMRC_VEH_I","MAKE","MODEL","LIC_PLATE_STATE","VEHICLE_YEAR","VEHICLE_DEFECT","VEHICLE_TYPE","VEHICLE_USE","TRAVEL_DIRECTION","MANEUVER","TOWED_I","FIRE_I","OCCUPANT_CNT","EXCEED_SPEED_LIMIT_I","TOWED_BY","TOWED_TO","AREA_00_I","AREA_01_I","AREA_02_I","AREA_03_I","AREA_04_I","AREA_05_I","AREA_06_I","AREA_07_I","AREA_08_I","AREA_09_I","AREA_10_I","AREA_11_I","AREA_12_I","AREA_99_I","FIRST_CONTACT_POINT","CMV_ID","USDOT_NO","CCMC_NO","ILCC_NO","COMMERCIAL_SRC","GVWR","CARRIER_NAME","CARRIER_STATE","CARRIER_CITY","HAZMAT_PLACARDS_I","HAZMAT_NAME","UN_NO","HAZMAT_PRESENT_I","HAZMAT_REPORT_I","HAZMAT_REPORT_NO","MCS_REPORT_I","MCS_REPORT_NO","HAZMAT_VIO_CAUSE_CRASH_I","MCS_VIO_CAUSE_CRASH_I","IDOT_PERMIT_NO","WIDE_LOAD_I","TRAILER1_WIDTH","TRAILER2_WIDTH","TRAILER1_LENGTH","TRAILER2_LENGTH","TOTAL_VEHICLE_LENGTH","AXLE_CNT","VEHICLE_CONFIG","CARGO_BODY_TYPE","LOAD_TYPE","HAZMAT_OUT_OF_SERVICE_I","MCS_OUT_OF_SERVICE_I","HAZMAT_CLASS"
"54","0ecbc94e9e6a01f8d1fadca458d84be6d51ef9d42b1f4c2f4367a2388fef03451e8bcd7a797f7dfb84f03cf362f81e56429ac15787893f6350e7166d54ad9cff","HY372069","08/06/2015 06:00:00 PM","2","PARKED",NULL,"53.0",NULL,"LINCOLN-CONTINENTAL","MKX","IL","2008.0","NONE","PASSENGER","NOT IN USE","N","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"145","7bd0f17b2a365cb53396bf29ac78123c1c258465aa0f1773c792a03d1b36f98e92f60a8ebb87ebaee5f957a3e9813b9aa5ac4f6430498bc0e3a64167765e7165","HY376728","08/10/2015 02:15:00 PM","2","DRIVER",NULL,"141.0",NULL,"MERCEDES-BENZ","C250","IL","2013.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"257","07155af1c0a71c36e32ab53f86b525d929154b3d7290ae0830b7baa834c7c6f2b22e14a6656406ccad8685bf5f9ac54b058dce68d7122bd468729a941f1c3a97","HY383388","08/15/2015 12:10:00 PM","1","DRIVER",NULL,"247.0",NULL,"MERCEDES-BENZ","GLK220","IL","2015.0","NONE","PASSENGER","OTHER","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,"N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"283","6a54948070f52dcfc8682fc14a374871b76561244c2383fcb89004ebe418262f56c7249c1dfe00f1206dc7d8017d39da4ca23015e6739c668e12cddd302038ee","HY385182","08/16/2015 07:00:00 PM","2","DRIVER","5.0","270.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2014.0","NONE","PASSENGER","PERSONAL","W","SLOW/STOP - RIGHT TURN",NULL,NULL,"6.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"327","0ff295104810bc4e8d6c15e4fc92a5beb3768c792bb995b80bf2fe3904e6d30390fce363ae8b4c99a0c48cca42697d43a385b8b654cfea77d59a7c11342fc664","HY386474","08/16/2015 01:45:00 PM","2","PARKED",NULL,"312.0",NULL,"LEXUS","RX350","IL","2015.0","NONE","SPORT UTILITY VEHICLE (SUV)","OTHER","N","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N","Y","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"456","497ee0da1507d49c1d13b5544c6d29accb42135494cd93925f0557f0e8f9513c9ca0de862ae12c9aa011106a8b2b4b548b29fefcf1773a571ea5f00262068a2c","HY390815","08/20/2015 07:00:00 PM","2","DRIVER",NULL,"435.0",NULL,"FORD","FORD-TRUCK,VAN,SUV, ETC","IL","2010.0","NONE","VAN/MINI-VAN","COMMERCIAL - MULTI-UNIT","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"524","7aa347e0ea02f41d7b3c50083a8b359145ace7f7dea28a535b7985d80c9a96bf6c17cb366cf08b9c17795064fea1505de042d5027a837fed5c7aef71f5432688","HY393132","08/22/2015 02:45:00 PM","2","DRIVER",NULL,"499.0",NULL,"HONDA","ACCORD","IL","2008.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"691","a10ffa1d97f790266506f3294469ac3e8eee787eb7f9b5817e1569850555179ffb7de36147a7370f3992e6c3b495fae830ea11671380c31e3cf5418631d656cf","HY398246","08/26/2015 05:00:00 AM","2","PARKED",NULL,"660.0",NULL,"DODGE","CHARGER","IL","2012.0","NONE","PASSENGER","NOT IN USE","W","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"719","222125199d9439a5a52603f49b97cf60079277ee4d2ff458aeaea1ec21054c7a0289c514a176b62370c89d3307251632e0d587246c30a3771c4cf4efa91bae35","HY399668","08/27/2015 03:10:00 PM","2","DRIVER",NULL,"686.0",NULL,"NISSAN","NISSAN ALTIMA","IL","2013.0","UNKNOWN","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1203","11d5a650500c98b7e613637d4f9a04c74776d4658431bc9380b435b8c4235adca6b73bf174caf79a3237f6a9a981d1d3ffe4682429ce81844a2ec5e8c16323db","HY410761","09/04/2015 08:27:00 PM","2","DRIVER",NULL,"1147.0",NULL,"JEEP","UNKNOWN","IL","2014.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,"Y",NULL,NULL,"TOTAL (ALL AREAS)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2336","3c7a3308ac526b46b277679f31bf5f1c7043fa53b3ca37f986c0f7274c1457204372a10cd3d5b8e9fc1f91cb90352aaacad51c336178b7c70f6b332e035eec1a","HY427401","09/17/2015 03:45:00 PM","1","DRIVER",NULL,"2227.0",NULL,"CHEVROLET","EQUINOX","IL","2013.0","NONE","PASSENGER","PERSONAL","N","PASSING/OVERTAKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2486","627515bd6e7743cd050e37390c7e3cadabdc5e506f88f4ceb5f7863e50dd45df5a3ffa62499690d6489f3725461a725baeea762dcf6b3c14af89538cda935219","HY428702","09/18/2015 05:30:00 PM","1","DRIVER","1.0","2365.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2010.0","NONE","PASSENGER","TAXI/FOR HIRE","N","CHANGING LANES",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3243","98620e6da85a2c0d05d7663365ba8129b7f9eea25c89e5440e836c17d73fef9aee643cb13187be4f76f1eb1d5713744f23ffb68c178201fb9ec8880c63e37dbd","HY436693","09/24/2015 03:15:00 PM","2","DRIVER",NULL,"3083.0",NULL,"CHRYSLER","200","IL","2015.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3334","9dbed79a1b3b2e195c37570588f19c40cafcd9b30aab7e55c95c44fe2ba34c21b82aea83fc2809f72c394e412761f68cb544173ab0800012188f1eccc011223c","HY437604","09/25/2015 07:50:00 AM","1","DRIVER",NULL,"3165.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2011.0","UNKNOWN","UNKNOWN/NA","TAXI/FOR HIRE","N","TURNING RIGHT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3418","7bd484bbd9c77cfb6b9c3a348102b265233b4c9893e53ed7189b24fbc82c28699013c1a6b47ea209c620a3dc2240fa2e278eba91a969d8193d15599c04ab31ba","HY438223","09/25/2015 06:45:00 PM","1","DRIVER",NULL,"3248.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Sienna (van)","IL","2014.0","NONE","VAN/MINI-VAN","PERSONAL","W","PASSING/OVERTAKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3803","b5a58828e64c4a3201f211d38d5c3d7d89cbddd04f0e796cef59e2882c4bcd62e059663f01360dde370952bcc7ab14b70aa1aa2db5596c6a19c35429c6ba0932","HY442675","09/28/2015 07:30:00 AM","2","PARKED",NULL,"3619.0",NULL,"CHEVROLET","CRUZE","IL","2014.0","NONE","PASSENGER","PERSONAL","W","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3929","8d8990c1aa998a9180503c689d7ff07ab01fa0a6bc662333fc4672fd5409a3d530257ec7738947fbee0eae84f41ab6ba8bd7337b2fbd415a3b93521a2bd9b6b3","HY443811","09/30/2015 07:00:00 AM","2","DRIVER",NULL,"3741.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2012.0","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3959","482899c0140a0b4b6e34277bd3c25e0ff62c8b47a08c6f974837eae55a2a2190bc3b9782b64e4bca8edc38cb951edbf47dd56d209f793c5f71ff1e0cedc715f2","HY443965","09/30/2015 08:15:00 AM","2","DRIVER",NULL,"3770.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2011.0","NONE","PASSENGER","TAXI/FOR HIRE","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4126","4b5aa1b30a4aba62d91b172d9838f488f3433c58506ec671d83951d2c08d6524e426bfce5d2ba8eb3a7b6b82eeeda775d27761f0911caf45faa3394422800509","HY445255","10/01/2015 05:00:00 AM","2","PARKED",NULL,"3924.0",NULL,"CHEVROLET","MALIBU (CHEVELLE)","LA","2008.0","UNKNOWN","PASSENGER","OTHER","E","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4315","f1443620e3ad257e94656a25090ccbf18113e5c41c922733af784a45d7381036f129b895d551061eaa3d40cbe88547da5c60e3447439c8d22d6159c0fd3ee5b5","HY446687","10/01/2015 02:30:00 PM","2","DRIVER",NULL,"4101.0",NULL,"CHRYSLER","UNKNOWN","IL","2013.0","NONE","PASSENGER","PERSONAL","NW","TURNING RIGHT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4350","df2e6b29ca67b62cc3207014e91a2f59548a5d1065a768270acfc39fcc0f4eaff27d8198430a08910f2b82d634bfcd92290770be738f1868eea0f59035eb3703","HY446948","10/02/2015 03:00:00 PM","1","DRIVER",NULL,"4136.0",NULL,"MITSUBISHI","Outlander","IL","2011.0","NONE","PASSENGER","PERSONAL","E","PASSING/OVERTAKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4443","966d3beca489e568591466d724b7135e45bee1318c3752ff157025e211e6ac6d4ec3a7dab2595b55f89469267b7789fc1d093814d0ad9a4708d023dbc19a23a3","HY447230","10/02/2015 04:30:00 PM","2","DRIVER",NULL,"4228.0",NULL,"BMW","X3","IL","2008.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4500","0d2d66362472683f00112e7b0ae28b26dc9ffd0becfdc98ffbfedcf71217bd57e31edaae49026dac906069c5407b130ac83026f5630ea07a150b78799bf9bf8c","HY447602","10/03/2015 12:12:00 AM","1","DRIVER","2.0","4281.0",NULL,"FORD","Focus","IN","2011.0","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",NULL,"3.0",NULL,"PERSONAL TOWED","7505 S STONEY ISLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4876","02b51ce50e51536f4241f24074f707bd1e8eb1469f8f64c8277de0e848dbff89c32b00a147cb24081478a95205066df93b1ffec865ea56f548265271af7eb64e","HY450839","10/02/2015 09:30:00 PM","2","DRIVER",NULL,"4649.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL","2008.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5425","d0dcb2b18bb73d64448e8997445e5a36ca86863158348be303e6431db8e31eed2933677337b78f1773f61ec34f78ef81ce4f5f958441c196cbed48e8c4ad7249","HY454596","10/08/2015 06:00:00 PM","1","DRIVER",NULL,"5149.0",NULL,"CHEVROLET","UNKNOWN","IL","2012.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5852","efd8e12111d8a0029ad92d04d19ab329a0afc96260ba0c414b1718427af7cda114c9f3b00eafa8e4092483ee1795a07033b479a3b78c6bd69a271dd5a3a3b3d6","HY457963","10/10/2015 03:00:00 PM","1","DRIVER",NULL,"5565.0",NULL,"PORSCHE","UNKNOWN","IL","2014.0","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5923","b3238766e737fff3f30c4ce1f34e0700f4cbd52a1cae71c9fc3dea2603325a4f11a5122f547a87a9fb06b01a062e056792cb16a2b74136a1593d15bb965a7470","HY458406","10/11/2015 09:45:00 PM","2","DRIVER",NULL,"5632.0",NULL,"JEEP","CHEROKEE",NULL,"2014.0","NONE","PASSENGER","PERSONAL","SE","STARTING IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5949","928dac19f3aa220e28d635d12ece00b3446f55011b2511e7a1885e934d4ea41b42d922ab02f071a3f09854e57dc3faba7cce3a6b9e151c93c943d2a1931b7238","HY458797","10/11/2015 06:48:00 PM","2","DRIVER",NULL,"5661.0",NULL,"ACURA (DIV. OF AMERICAN HONDA MOTOR CO.)","MDX, Acura","IL","2014.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5991","e8364f9a64bd9cffabff390e42c0c6214c7e3273c6cf1cf38557ffbe130919b381132396c33ffcb405e5f287493f7d33aa3963a089ffbbef9b300f0d8a82639a","HY459023","10/12/2015 12:20:00 PM","2","DRIVER",NULL,"5701.0",NULL,"SATURN","AURA","IL","2008.0","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6577","29d3fe1fb80237bb321dac865663504fc1e14fae69e3843b5fdcdce24e73dadfe9997898f67322760239fc7809c7ca2a24c0a9b44c72a222dc68a354bb2c0ec8","HY463165","10/14/2015 08:15:00 AM","2","PARKED",NULL,"6262.0",NULL,"HONDA","Insight","IL","2010.0","UNKNOWN","UNKNOWN/NA","NOT IN USE","W","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7152","e4b5c5dcb59fd1e81beb4a4ffa852f4d53d3aa1ce418e232820905482e8bc009167f69469ed86d6b570697915445e62887576a9755766e1f6da28ce4b7dff36f","HY466639","10/18/2015 10:30:00 AM","2","PARKED",NULL,"6805.0",NULL,"HYUNDAI","SONATA","IL","2015.0","NONE","PASSENGER","OTHER","S","PARKED",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
